text,relevance,concreteness,constructive
advancedGame的play沒寫javadoc,1,1,0
class PlayGenerator 不符合 javadoc,1,1,0
GeneralGame 缺少 JavaDoc,1,1,0
main缺少javadoc和未依照規定空格。,1,1,0
public String play(Gesture[] user)方法要寫 user是什麼還有return的東西 還有其他的方法也是,1,1,0
Gesture.java沒有寫JavaDoc,1,1,0
PlayGenerator.java的'@return' 前面應有一個空行。,1,1,0
GeneralGame中第10行和PlayGenerator中的第7行的註解應該要縮進兩格,1,1,0
並沒有寫JavaDoc,1,0,0
JavaDoc 格式正確，但是內容亂寫，並沒有讓其他人在閱讀程式碼時，更容易理解該類別或該方法的規格,1,1,0
JavaDoc位置錯誤 應在public前面 放後面不符合Google checkstyle,1,1,0
Main 以外的方法JavaDoc接放錯位置。,1,1,0
有些回傳或傳入的值沒有說明,1,0,0
酷,0,0,0
AdvanceGame 沒有javadoc,1,1,0
"Main、GeneralGame、AdvancedGame
以及PlayGenerator各有一處未寫JavaDoc",1,1,0
GeneralGame 和 PlayGenerator 類別未通過 Google Checks,1,1,0
ReadyMadeCake計算有問題，1.4x3=4.2，但輸出4.19999...,1,1,
"否，蛋糕名稱用nextLine()才能輸入蛋糕全名，且沒有輸出全部蛋糕的name和rate
最後輸出總價格那邊可以用%f來輸出小數點",1,1,0
記得push,1,0,0
Total price of all cakes有錯，答案是4.78，但輸出4.7799...,1,1,0
input 應該自行判斷是weight 還是quantity,1,1,0
沒寫完,0,0,0
是，要求使用者輸入該物件所需資料能夠給個提示會更好。例如:輸入名稱等等,1,1,0
無告知輸入是ReadyMadeCake還是OrderCake,1,1,0
無告知輸入為OrderCake還是ReadyMadeCake，這樣遇到Int時會出錯,1,1,0
ReadyMadeCake的數量計算有誤,1,1,0
只叫我enter cake's name的話我不知道是要輸入order的或是ready的,1,1,0
只叫我輸入cake的名字我不知道是要輸入哪一個有可能是order的也可能是ready的,1,1,0
Main.java中的name、rate、weight、quantity，Cake.java中的name、rate，OrderCake.java中的weight，ReadyMadeCake.java中的quantity變數皆需初始化。,1,1,0
"Cake的建構子前面不能加void，CheckStyle會報錯 
",1,1,1
空白檔案,0,0,0
否，題目不需要將所有的蛋糕一個一個印出來，只需要印出全部蛋糕的總價即可。,1,1,0
輸出是ReadyMadeCake的Quanlity不是數量,1,1,0
"否, random的部分應為(Math.random()*2)出來的質才會是0跟1隨機出現  如果*1會出來都是0  所以根本不會跑出""Please enter cake's quantity:""  也不會進ReadyMakeCake所以""Total price and quantity of all ReadyMakeCake objects""永遠都是0.0  0 ",1,1,0
Total price and quantity of all ReadyMakeCake objects 少 : 冒號,1,1,0
"1. System.out.printf(""Total price and quantity of all ReadyMakeCake objects: "");應改為System.out.print(""Total price and quantity of all ReadyMakeCake objects: ""); ",1,1,0
程式碼無法執行  可以把Cake的public刪掉看看,1,1,0
"印出 Cake Array 中所有 Cake 物件的名稱以及倍率
使用 toString() 方法 這個沒做到喔",1,1,0
can't run,1,0,0
"是  非常好
輸入輸出都非常詳細
看起來很舒服",1,0,0
輸入及輸出符合題目要求,1,0,0
"Cake.java的成員變數name, rate 型態應是 private",1,1,0
隨機生成 OrderCake 或 ReadyMadeCake再要求使用者輸入所需資料，而非輸入全部資料後生成物件,1,1,0
要先random出蛋糕類型再要求使用者輸入相對的資料,1,1,0
沒辦法執行,1,0,0
符合! (OrderCake 裡的weight 不用提供相對應的 Accessor(Getter) 公開方法，ReadyMadeCake裡的quantity也是),1,1,0
輸入時print點東西出來,1,1,0
符合(題目沒說結果要整數，為甚麼要轉型阿 ?),1,1,0
符合(OrderCake和ReadyMadeCake不用再宣告name ，rate了),1,1,0
恩恩 非常的不錯啊,0,0,0
都答對了哦 算你厲害,0,0,0
"""隨機生成 5 個 Cake 物件並要求使用者輸入該物件所需資料，並放入 Array 中
隨機生成的物件可以是 OrderCake 或 ReadyMadeCake""這項沒符合，你要求4項全部都要輸入",1,1,0
完全沒寫,0,0,0
Main還沒有寫完,1,0,0
作業並未完成撰寫,1,0,0
rate不能輸入小數點,1,1,0
否，隨機生成的數字只有0,1,1,0
Main中同學自訂的所有cake總價之變數型態應為double而非int,1,1,0
還沒寫完，沒有checkstyle,1,0,0
我只輸入第一筆就結束了,1,1,0
程式碼不完整,1,0,0
"public ReadyMadeCake(String name, double rate, int quanity) {
    super(name, rate);
    this.quantity = quanity;
  }中的quanity應為quantity",1,1,0
題目只說要兩個成員變數提供相對應的 Accessor(Getter) 公開方法，不需要Setter,1,1,0
"1. 變數要宣告private，不是protected
2. OrderCake.java 跟 ReadyMadeCake.java都多了一個針對 name、rate做初始化的建構子",1,1,0
輸入只需依照該物件所需資料輸入，而非每次都全部輸入,1,1,0
空,0,0,0
沒有通知使用者是進入到 ordercake 還是 read my cake,1,0,0
"空
",0,0,0
沒有讀完五個資料再輸出,1,0,0
"如果蛋糕名稱含有空格，例如: 水果布丁蛋糕(Fruit(空格)pudding)，那會造成名字只讀到fruit，然後rate會讀到""pudding""，就會造成錯誤；或者是輸入像是cake(空格)1 ，會造成該蛋糕的rate無法讀取，程式直接跳過，跑去讀取weight或quanity。所以在讀取name的時候要用nextline()來避免輸入的名稱含有空格。而造成rate無法讀取的狀況則是要透過在你輸入完weight或quanity之後多加一行scan.nextLine()來避免跳過讀取的部分",1,1,0
"	
如果蛋糕名稱含有空格，例如: 水果布丁蛋糕(Fruit(空格)pudding)，那會造成名字只讀到fruit，然後rate會讀到""pudding""，就會造成錯誤；或者是輸入像是cake(空格)1 ，會造成該蛋糕的rate無法讀取，程式直接跳過，跑去讀取weight或quanity。所以在讀取name的時候要用nextline()來避免輸入的名稱含有空格。而造成rate無法讀取的狀況則是要透過在你輸入完weight或quanity之後多加一行scan.nextLine()來避免跳過讀取的部分",1,1,0
是的，符合題目要求 。,1,0,0
阿讚讚讚,0,0,0
否，題目要求印出 Cake Array 中所有 Cake 物件的名稱以及倍率，不需要將 Cake Array 中所有 Cake 物件的價格一個一個印出來，只需要印出 Cake Array 中所有 Cake 物件的總價格。,1,1,0
答案有達到題目要求,1,0,0
ReadyMadeCake的計算有錯誤,1,1,0
"	
未完成作業",1,0,0
Main.java中的name、quantity，Cake.java中的name、rate，OrderCake.java中的weight，ReadyMadeCake.java中的quantity變數皆需初始化。,1,1,0
是，輸出符合要求,1,0,0
沒有印出 Cake Array 中所有 Cake 物件的名稱以及倍率，cake的checkstyle有一項沒通過,1,1,0
應該ㄅ,0,0,0
"Main檔中第66行偵測出黃色警告，因為印出來的字串中並沒有包含%d,%s,%f,%c.....等格式化输出，所以沒有必要用到printf，使用print即可(我有上網查過了)",1,1,0
"否,跑不出readymadecake",1,1,0
main的weight應該是要用double輸入,1,1,0
"Total price of all cakes:6.460000000000001
顯然有問題",1,1,0
請輸入的文字那邊quantity打成weight,1,1,0
"1. 變數要宣告private，不是protected 
2. OrderCake.java 跟 ReadyMadeCake.java都多了一個針對 name、rate做初始化的建構子",1,1,0
已成功更改輸出toString內的結果,1,1,0
排版整齊，且有符合Google Style,1,0,0
有符合Google Style,1,0,0
"google check 要求函式要與其他行程式碼間隔一行，像是 cake.java 裡的第7行""public void setName...""，不要與前後的 ""private double rate;"" & ""public String getName()..."" 黏在一起",1,1,0
googlecheck沒用過,1,0,0
沒有排列整齊，Googlecheckstydle 出現錯誤,1,1,0
"OrderCake的排版CheckStyle會報錯，calcPrice()和{}要加空白
return 之後的getWeight() * getRate() ，*前後要加上空格
可以用ctrl+Alt+L整理排版",1,1,0
"Main.java 第74行 , 應有空格 OrderCake.java , ReadyMadeCake.java 第一行 { 前應有空格 ",1,1,0
很多東西都不符合Google check style,1,1,0
不符合Google Checkstyle標準,1,0,0
Main的Class沒辦法偵測,1,1,0
15行應改為 : Cake[] array = new Cake[5];,1,1,0
"否，Main中(74:36) ','後要空格、OrderCake(1:36) '{ ' 前要空格、ReadyMadeCake(1:40) '{ ' 前要空格",1,1,0
沒寫所以讚,1,0,0
有通過Style Check,1,0,0
阿棒棒棒,0,0,0
是的。,0,0,0
Checkstydle未通過,1,0,0
+= (運算符號)前後要空格，這邊Main檔沒空格,1,1,0
Cake.java中第12、19行前須有一個空行。ReadyMadeCake.java中第6行前須有一個空行。以上，請用CheckStyle確認。,1,1,0
"1. cake檔第12,19行少一行空行
2.ReadyMadeCake第第6行少一行空行
3.Main檔第25,36行注意黃色警告，因為印出的內容不包括％d,%c,%f.....等格式化資料，printf改為print即可",1,1,0
整齊，但會建議初始化跟迴圈之類的程式碼之間多一個換行，看起來才不會太擠,1,1,1
"整齊，但會建議初始化跟迴圈之類的程式碼之間多一個換行，看起來才不會太擠
",1,1,1
整齊，還是讚！,1,0,0
main.java裡面有一些變數不符合規定,1,1,0
變數請記得初始化,1,0,0
命名開頭不能大寫,1,0,0
"否，Cake檔裡面的name, rate，OrderCake.java裡的weight，ReadyMadeCake裡的quantity均未作初始化。",1,1,0
"否，Cake檔裡面的name, rate均未作初始化。",1,1,0
"Cake裡的name、rate要初始化
OrderCake的weight要初始化
ReadyCake的quantity要初始化",1,1,0
"Cake.java, OrderCake and readyMadeCake.java 裡的成員變數沒有初始化",1,1,0
"否，Cake檔裡面的name, rate，OrderCake.java裡的weight，ReadyMadeCake裡的quantity及Main檔裡面的name, rate, weight, quantity均未作初始化。",1,1,0
宣告的變數都沒有初始化,1,0,0
變數k要有意義的命名,1,1,0
OrderCake and readyMadeCake.java 裡的成員變數沒有初始化,1,1,0
除了MAIN檔，其他檔案中的所有變數都沒有初始化,1,1,0
Main檔以外的檔案的變數要初始化，Ex : name、rate、weight、quantity,1,1,0
total拼錯ㄌ,1,1,0
total_price命名方式錯誤,1,1,0
double型態變數初始化錯誤，應為0.0,1,1,0
類別OrderCake及ReadyMadeCake中新增的變數並未初始化,1,1,0
"Main.class 15行：
Cake array[] 宣告方式應改為 Cake[] array",1,1,0
"public ReadyMadeCake(String name, double rate, int quanity) 中的quanity拼字錯誤",1,1,0
"1.ReadyMadeCake & OrderCake 檔中的變數均無初始化
2.Ｍain檔中變數totleQuantity ＆ quantityTotlePrice ＆ totle 拼字錯誤 “total""",1,1,0
阿好好好,0,0,0
變數k要有意義的命名，我有問助教,1,1,0
Cake裡的name、rate要初始化 OrderCake的weight要初始化 ReadyCake的quantity宣告完後要要初始化,1,1,0
"Main檔中rtprice,rquantity,dtemp,itemp變數命名不符合規定",1,1,0
main函式裡的變數依舊不符合規定,1,1,0
命名都正確，但部分並未初始化,1,1,0
變數命名正確且有進行初始化,1,1,0
有些變數沒初始化,1,1,0
阿是是是,0,0,0
開頭名稱不能大寫，要利用雙駝峰命名法,1,1,0
"public void set(String str, double dou) 應該改成public Cake(String str, double dou)",1,1,0
"public abstract double calcPrice(double rate, double weight, int quantity); 括號裡不用放東西",1,1,0
阿good,0,0,0
Main的十五行有錯，多了括號,1,1,0
main裡面74行逗點後要有空格，OrderCake跟ReadtMadeCake有錯誤喔,1,1,0
Cake.java中的Cake()、calcPrice()、getName()、getRate()、toString()及OrderCake.java中的OrderCake()、CalcPrice()，以及ReadyMadeCake.java中的ReadyMadeCake()、CalcPrice()都請加上javadoc,1,1,0
Cake and readycake 建構子，return等沒有註解,1,1,0
ordercake跟readycake那邊少個javadoc,1,1,0
Cake.java中的calcPrice()、getName()、getRate()、toString()及OrderCake.java中的CalcPrice()，以及ReadyMadeCake.java中的CalcPrice()都請加上javadoc,1,1,0
沒有任何註解,1,0,0
"method的前面都要加上JavaDoc 
Class的JavaDoc要加在Class前面，不是裡面
可以用CheckStyle確認格式",1,1,0
"OrderCake.java , ReadyMadeCake.java 缺少 javadoc",1,1,0
"public void setAll(String name, double rate)忘記@param name & rate // public static void main(String[] args) + @param args // public void setQuantity(int quantity) + @param quantity",1,1,0
Cake沒寫到JavaDoc，除了Main有寫到@param，其他都沒寫到@param & @return,1,1,0
googlecheck無錯誤,1,0,0
Cake、OrderCake、ReadyMadeCake那邊的方法沒有@param 和 @return,1,1,0
OrderCake 、ReadyMadeCake 中少javadoc,1,1,0
Google checkstyle 有很多沒達到,1,0,0
none,0,0,0
並未撰寫JavaDoc,1,0,0
否，ordercake有問題,1,0,0
"有符合
",0,0,0
空白的,0,0,0
阿斯,0,0,0
符合規格,1,0,0
return前記得註解,1,0,0
public 的 return要記得註解,1,1,0
Checkstydle未通過，完全沒有註解,1,0,0
public int getQuantity() 忘記註解的@return // @return or @param 前面都要空一行,1,1,0
Cake、OrderCake、ReadyMadeCake那邊的方法沒有JavaDoc(包括：@param 和 @return,1,1,0
請補上四個檔案中所有函式的javadoc,1,1,0
過了，元旦快樂,0,0,0
符合 ! 新年快樂 !,0,0,0
我從你空白的程式碼中看到了你的嚴謹、你一絲不苟、你的不屑與狂放不羈的性格，所以我向你獻上我最高的敬意以及0分,0,0,0
如何選擇平衡策略？,1,0,0
為少數類別賦予較高的權重?,1,0,0
"有符合
",0,0,0
符合,0,0,0
無符合,0,0,0
10,0,0,0
yaa,0,0,0
這樣不對,0,0,0
100喔,0,0,0
Style Check,0,0,0
沒初始化,0,0,0
要初始化,0,0,0
變數要初始化,0,0,0
有完成作業,0,0,0
模型 Forward,0,0,0
前向傳播,0,0,0
輸入層 -> 網路層 -> 輸出,0,0,0
"輸入層 -> 網路層 
",0,0,0
資料後處理,0,0,0
作業裡面的資料要記得做後處理,0,0,0
學生Feedback,0,0,0
"Feedback
",0,0,0
要檢查Feedback資料是否正確,0,0,0
進度報告,0,0,0
讀取和預處理資料,0,0,0
讀取和預處理資料做得很好,0,0,0
你這份作業像是一場無聲的交響樂，儘管寂靜，但每個休止符都充滿了深意，所以我給你這個神秘的0分。,0,0,0
當我翻開你的作業時，我彷彿在讀一本隱晦的哲學書，充滿了無限的空白與深邃的空虛感，所以這次我只好留給你0分的沉思,0,0,0
看著你的程式碼，我感受到了宇宙的無盡與時間的永恆，這是一段詩意的旅程，但在作業層面上，它毫無實際價值，所以是0分。,0,0,0
看著你的程式碼，我感受到了宇宙的無盡與時間的永恆，這是一段詩意的旅程，但在作業層面上，它毫無實際價值，所以是0分,0,0,0
這份作業讓我回想起了廣袤的荒漠，空無一物卻充滿未知的可能，然而在評分標準上，這還是一片空白，所以你得到0分。,0,0,0
你的程式碼如同清晨的薄霧，雖然美麗卻讓人無法觸及實際的東西，所以在這個專案裡，我只能給你0分。,0,0,0
我仿佛看到了一幅抽象的畫作，充滿著色彩與感情，但仔細一看，它其實是空白的，所以這次我給你0分。,0,0,0
你的作業給人一種哲學上的反思，彷彿在問「存在與無」，但具體內容還是缺失，所以給你0分。,0,0,0
當我閱讀你的作業時，腦中浮現出一個平行宇宙的概念，其中一切都不存在，所以這裡的0分或許也具有另一層次的意義。,0,0,0
我感受到你對這份作業付出了某種無言的努力，但具體來說，它還是沒有實際內容，所以這次的分數是0分。,0,0,0
這段作業回應如同一場夢境，讓我深陷其中卻無法醒來，但醒來後發現什麼都沒有，因此我給你0分。,0,0,0
讀完你的作業，我的心情就像一首無調的音樂，讓我感到迷失，但沒有實際意義，所以0分。,0,0,0
這段回饋讓我想起了失去的遺憾，雖然我知道它在某個角落，但我這次只能給你0分。,0,0,0
你的程式碼如同一部未經驗證的電視劇，雖然有許多角色，但缺乏清晰的劇情走向，因此評分為0分。,0,0,0
你的邏輯流程如同一場未經彩排的舞蹈，雖然動作繁多，卻缺乏協調性，因此最終被評為0分。,0,0,0
你的程式設計過程類似於一次無法重演的旅程，雖然景點繁多，但卻未能達成目的地，因此評分為0分。,0,0,0
nice 以下是10筆更具學術風格的「無意義」作業回饋資料,0,0,0
以下是10筆更具學術風格的「無意義」作業回饋資料,0,0,0
,0,0,0
"再產生10筆另一類型無意義的回饋
",0,0,0
第42行的變數x未初始化,1,0,0
未初始化的變數可能導致執行時錯誤，應避免這種狀況。,1,1,0
建議在第42行初始化變數 x，以避免可能出現錯誤。,0,0,1
第42行的變數 x 未初始化，這可能導致程式執行時出現不可預期的錯誤。,1,1,0
建議在第42行初始化變數 x，確保執行時不會出錯誤。,1,0,1
第42行的變數 x 未初始化，這可能導致程式在執行時出現不可預期的錯誤。建議在該行加入初始化代碼，以確保程式邏輯正確並避免執行錯誤。,1,1,1
